118.02709166666666,24.420731666666665,7.2,263,-817623
118.150495,24.303975,9,318,-817407
118.149685,24.304971666666667,8.5,324,-817378
118.148165,24.307045,8.700000000000001,325,-817318
118.14639666666666,24.308926666666668,9,305,-817263
118.14419666666667,24.310345,8.700000000000001,296,-817203
118.14191166666667,24.311511666666668,9,293,-817139
117.99859,24.414166666666667,7.2,251,-816843
118.12902666666666,24.323951666666666,9.200000000000001,318,-816721
118.12815166666667,24.324915,9,327,-816714
117.98724166666666,24.40886666666667,8.1,236,-816510
118.12064,24.335595,8.9,327,-816390
118.11988,24.336585,8.700000000000001,323,-816356
118.118365,24.338771666666666,9.200000000000001,332,-816296
118.11505166666667,24.345755,9.200000000000001,347,-816107
118.11429166666667,24.34817,8.700000000000001,341,-816056
118.11285666666667,24.352781666666665,8.5,347,-815934
118.11088666666667,24.355846666666668,8.1,338,-815848
118.110135,24.35805,8,342,-815778
118.10906666666666,24.360215,8.3,338,-815710
118.10685166666667,24.364671666666666,8.9,330,-815605
118.10543,24.367396666666668,9,338,-815521
118.10067666666667,24.377035,9.600000000000001,334,-815261
118.09944666666667,24.3793,9.4,333,-815210
118.09671666666667,24.383611666666667,9.200000000000001,327,-815082
118.09444,24.386755,8.9,336,-814995
118.09315666666667,24.388941666666668,8.5,331,-814934
118.092475,24.390001666666667,9.200000000000001,329,-814898
118.09067,24.393261666666668,8.700000000000001,334,-814815
118.08904166666666,24.395296666666667,9.4,315,-814754
118.08819666666666,24.396251666666668,9,325,-814728
118.08569166666666,24.39912,9,322,-814634
118.08401666666667,24.40103166666667,8.5,321,-814566
118.08231666666667,24.402801666666665,8.3,319,-814508
118.08147,24.403651666666665,8.3,317,-814480
118.08012166666667,24.405031666666666,7.6000000000000005,324,-814417
118.07987166666666,24.40533,6.9,322,-814416
118.07921666666667,24.406101666666668,7.1000000000000005,324,-814395
118.07905166666667,24.406781666666667,4,23,-814361
118.079325,24.40712,1.8,48,-814334
118.07948166666667,24.40719,1.7000000000000002,85,-814301
118.07982666666666,24.40709,0,113,-813574
118.079825,24.407081666666667,0,113,-812858
118.06879666666667,24.411876666666668,8.1,296,-809967
